,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
993,2,0.0,0.0,7600000,28300000,12,800,19700000,14800000,15600000,7800000,0.0
994,2,0.0,0.0,3200000,12600000,18,796,6200000,3500000,9600000,2000000,0.0
995,4,1.0,0.0,2400000,5000000,4,716,1500000,2800000,6900000,1400000,0.0
996,0,0.0,1.0,500000,1100000,18,479,1500000,500000,1800000,600000,1.0
997,3,1.0,1.0,8500000,28300000,2,810,25200000,4300000,18500000,10700000,0.0
998,0,0.0,1.0,8900000,20900000,18,568,18800000,700000,32700000,5300000,0.0
999,0,0.0,0.0,2800000,5600000,8,842,0,1300000,6100000,1900000,0.0
1000,3,1.0,1.0,2900000,7000000,4,806,5700000,5600000,5900000,3000000,0.0
1001,1,0.0,1.0,4900000,17700000,8,722,9200000,7300000,16400000,3000000,0.0
1002,5,1.0,0.0,9600000,20700000,14,442,25800000,9800000,31800000,8200000,1.0
1003,3,0.0,1.0,3300000,9800000,6,360,4500000,600000,11000000,4400000,1.0
1004,3,1.0,0.0,2800000,5900000,4,461,1600000,400000,8900000,2800000,1.0
1005,2,0.0,0.0,7800000,22200000,10,735,9700000,4600000,23000000,6900000,0.0
1006,4,0.0,1.0,2500000,8400000,12,761,6300000,1300000,8400000,1600000,0.0
1007,0,0.0,0.0,4400000,10600000,20,653,6800000,4600000,16800000,5400000,0.0
1008,0,1.0,0.0,7900000,30800000,4,726,5000000,14600000,23800000,5500000,0.0
1009,1,0.0,0.0,8900000,22600000,18,617,8400000,15500000,27900000,11700000,0.0
1010,0,0.0,0.0,5600000,13400000,2,460,3400000,4100000,14800000,4100000,1.0
1011,1,1.0,0.0,1400000,3300000,8,306,3200000,800000,2700000,800000,1.0
1012,5,0.0,1.0,500000,1400000,4,471,500000,100000,1300000,300000,1.0
1013,1,0.0,1.0,5100000,15300000,4,628,6900000,3300000,17600000,2700000,0.0
1014,3,0.0,0.0,9800000,25600000,10,404,24400000,6700000,37000000,11500000,1.0
1015,2,0.0,1.0,8600000,21600000,16,804,15400000,300000,26800000,7100000,0.0
1016,3,1.0,0.0,1600000,3900000,20,804,900000,2500000,3200000,800000,0.0
1017,1,1.0,1.0,2500000,6700000,2,502,3400000,2600000,9400000,1400000,1.0
1018,0,0.0,0.0,9500000,22600000,6,861,24700000,13200000,29000000,5600000,0.0
1019,2,1.0,1.0,3000000,7800000,14,555,6600000,2700000,9600000,1700000,0.0
1020,0,1.0,0.0,5100000,13600000,18,351,1700000,3700000,14400000,7600000,1.0
1021,2,1.0,1.0,7600000,23600000,6,358,20200000,2900000,22100000,10900000,1.0
1022,5,0.0,0.0,8800000,18800000,14,836,17300000,10100000,32700000,5400000,0.0
1023,4,1.0,1.0,1100000,2900000,4,554,2800000,1000000,4100000,1600000,0.0
1024,3,0.0,0.0,8700000,30500000,2,443,11800000,1800000,24600000,8100000,0.0
1025,5,1.0,0.0,6100000,23600000,4,725,17400000,5100000,15600000,4800000,0.0
1026,2,1.0,1.0,1900000,7000000,14,818,4800000,3500000,4500000,2100000,0.0
1027,1,1.0,0.0,9900000,38700000,6,670,19400000,12600000,35800000,6500000,0.0
1028,0,0.0,0.0,5800000,21100000,6,414,7900000,2400000,16000000,5600000,1.0
1029,2,1.0,1.0,9500000,37000000,8,887,21800000,18300000,19200000,11700000,0.0
1030,3,0.0,1.0,7900000,26600000,12,409,17100000,1400000,22500000,8700000,1.0
1031,1,1.0,1.0,1300000,4500000,14,679,2700000,2100000,3700000,1600000,0.0
1032,4,0.0,1.0,700000,2600000,18,478,600000,600000,2100000,300000,1.0
1033,3,0.0,0.0,600000,1200000,2,752,1100000,500000,2300000,700000,0.0
1034,0,0.0,0.0,9400000,33000000,4,616,15400000,5000000,25100000,7800000,0.0
1035,2,1.0,1.0,3800000,12500000,14,842,3700000,6700000,14600000,5300000,0.0
1036,3,0.0,1.0,7800000,26300000,20,840,1200000,11300000,24100000,5300000,0.0
1037,3,0.0,1.0,7800000,27700000,6,430,2000000,8000000,26100000,5300000,1.0
1038,4,1.0,0.0,2700000,7000000,4,351,1100000,2300000,8300000,2700000,1.0
1039,5,1.0,0.0,600000,2300000,4,347,0,0,1900000,200000,1.0
1040,3,1.0,1.0,8000000,28800000,10,576,18800000,7500000,16300000,11900000,0.0
1041,0,1.0,1.0,4000000,11000000,8,799,4400000,6100000,14700000,4200000,0.0
1042,1,1.0,1.0,3300000,10800000,2,550,6000000,3800000,11000000,4700000,0.0
1043,2,0.0,0.0,5800000,13300000,4,878,8400000,5400000,18600000,4500000,0.0
1044,3,0.0,1.0,2400000,4800000,12,895,6800000,300000,7300000,3300000,0.0
1045,4,1.0,0.0,7600000,29700000,6,603,3200000,2900000,27800000,11000000,0.0
1046,2,1.0,1.0,2500000,6900000,12,325,5800000,1600000,6400000,3600000,1.0
1047,2,0.0,0.0,3300000,11800000,4,393,5700000,3700000,6800000,2600000,0.0
1048,3,0.0,0.0,9800000,30300000,2,612,10700000,4600000,32100000,5600000,0.0
1049,0,0.0,1.0,1000000,3800000,8,553,2500000,1000000,2100000,1300000,0.0
1050,0,1.0,1.0,2500000,8800000,14,389,7300000,1400000,8500000,3600000,1.0
1051,0,0.0,0.0,1900000,6800000,4,782,100000,3400000,4900000,2400000,0.0
1052,3,0.0,0.0,3100000,8500000,12,493,8700000,5100000,12000000,2000000,1.0
1053,5,0.0,1.0,6000000,11900000,2,629,2500000,0,19200000,4200000,0.0
1054,5,1.0,0.0,6500000,21600000,10,419,1600000,10900000,22300000,6600000,1.0
1055,2,1.0,1.0,5900000,15800000,2,444,14300000,4300000,20300000,5500000,1.0
1056,5,1.0,1.0,6500000,15800000,16,301,9200000,9900000,17400000,7100000,1.0
1057,0,0.0,1.0,3800000,11200000,20,479,1100000,6400000,12000000,5400000,1.0
1058,3,1.0,1.0,3000000,11400000,10,424,1800000,4200000,10900000,1500000,1.0
1059,0,0.0,0.0,4300000,16900000,18,469,200000,5800000,12000000,6200000,1.0
1060,4,1.0,1.0,3500000,8300000,2,897,7900000,5500000,12600000,1800000,0.0
1061,3,1.0,0.0,300000,500000,2,477,700000,200000,800000,400000,1.0
1062,3,1.0,1.0,600000,1400000,16,509,600000,300000,2400000,900000,1.0
1063,0,0.0,1.0,800000,1700000,4,752,2300000,1100000,3200000,400000,0.0
1064,0,1.0,1.0,5600000,19100000,14,875,16700000,4700000,15100000,7700000,0.0
1065,2,1.0,1.0,1800000,3600000,4,343,3400000,1100000,6200000,1500000,1.0
1066,0,0.0,0.0,6800000,20800000,20,819,16500000,11900000,26700000,8000000,0.0
1067,2,0.0,1.0,4200000,16800000,2,433,3300000,0,14100000,3700000,0.0
1068,1,1.0,1.0,200000,400000,6,768,300000,100000,600000,0,0.0
1069,2,0.0,1.0,8500000,31800000,6,714,17000000,900000,26600000,5600000,0.0
1070,2,1.0,1.0,2800000,10100000,16,531,2900000,2900000,7200000,4100000,1.0
1071,0,0.0,1.0,3600000,8600000,6,529,3500000,3300000,11300000,5200000,1.0
1072,1,1.0,0.0,6200000,19500000,20,448,3300000,7100000,22400000,8000000,1.0
1073,1,0.0,0.0,2700000,10000000,2,584,6500000,2700000,7700000,3400000,0.0
1074,1,0.0,0.0,6800000,22900000,4,501,3900000,9400000,17300000,4400000,0.0
1075,2,1.0,0.0,6300000,24500000,18,848,10200000,3500000,18200000,8200000,0.0
1076,4,1.0,0.0,8800000,19100000,6,586,17600000,8800000,20600000,12400000,0.0
1077,1,0.0,0.0,5900000,13000000,2,386,16300000,5000000,12000000,3800000,1.0
1078,5,1.0,1.0,9800000,37900000,18,301,6700000,4900000,34300000,6200000,1.0
1079,2,0.0,0.0,3300000,8300000,6,653,4700000,3100000,8300000,4600000,0.0
1080,4,0.0,1.0,300000,500000,14,448,700000,100000,800000,100000,1.0
1081,1,1.0,1.0,4800000,11600000,16,696,1400000,9400000,11800000,6500000,0.0
1082,1,0.0,0.0,7500000,28300000,16,707,9700000,1100000,16300000,6700000,0.0
1083,2,1.0,0.0,8600000,21700000,4,429,5500000,10800000,30900000,6000000,1.0
1084,4,1.0,0.0,8900000,21100000,6,631,4200000,200000,25800000,6200000,0.0
1085,5,1.0,1.0,9600000,29600000,4,446,22900000,3500000,36600000,13200000,0.0
1086,0,0.0,1.0,7700000,18100000,18,705,6100000,5100000,23800000,6300000,0.0
1087,3,1.0,1.0,7000000,15200000,2,709,10300000,12500000,20700000,4000000,0.0
1088,4,1.0,1.0,7800000,19500000,14,739,1900000,9000000,20400000,4400000,0.0
1089,3,0.0,0.0,5100000,11000000,6,336,-100000,5800000,11600000,7500000,1.0
1090,4,0.0,0.0,9400000,32600000,4,898,18200000,4000000,22000000,10200000,0.0
1091,4,1.0,1.0,600000,2100000,6,558,1300000,1000000,2200000,300000,0.0
1092,3,0.0,0.0,5100000,13300000,4,589,11200000,2700000,20200000,6100000,0.0
1093,2,0.0,1.0,3800000,14400000,2,301,2300000,1400000,7600000,2400000,1.0
1094,2,1.0,1.0,5300000,21200000,14,516,2200000,5000000,20900000,7700000,1.0
1095,5,1.0,0.0,1100000,3600000,12,315,1300000,700000,3100000,1400000,1.0
1096,3,1.0,0.0,6400000,14400000,10,546,10600000,10000000,21200000,5100000,1.0
1097,0,1.0,1.0,5100000,14500000,14,559,11000000,1100000,12300000,6000000,0.0
1098,3,0.0,1.0,5300000,16900000,2,350,15800000,3100000,14300000,6800000,0.0
1099,1,0.0,0.0,6700000,18700000,8,583,9300000,4100000,17100000,6900000,0.0
1100,2,1.0,0.0,4000000,9400000,8,874,4400000,3700000,10200000,4800000,0.0
1101,2,1.0,1.0,3900000,11600000,8,808,5800000,3100000,12900000,5000000,0.0
1102,1,0.0,1.0,1600000,4900000,16,487,4300000,1100000,3900000,2000000,1.0
1103,3,0.0,0.0,2700000,7800000,14,870,5400000,5300000,5700000,2100000,0.0
1104,3,0.0,0.0,1400000,3800000,8,840,1700000,200000,5300000,1500000,0.0
1105,4,1.0,1.0,8000000,19200000,18,682,2500000,8900000,19000000,5300000,0.0
1106,3,0.0,1.0,8200000,28900000,10,668,23800000,4500000,28700000,10900000,0.0
1107,5,0.0,1.0,4800000,10300000,8,781,4800000,6800000,11100000,4300000,0.0
1108,4,0.0,0.0,8100000,19000000,6,375,4100000,14500000,19100000,11900000,1.0
1109,4,1.0,0.0,5900000,14900000,14,857,2600000,9500000,16000000,3500000,0.0
1110,5,0.0,1.0,8100000,32100000,6,823,18200000,1800000,24100000,6500000,0.0
1111,0,0.0,0.0,1400000,5000000,8,686,1800000,1900000,3200000,1500000,0.0
1112,1,0.0,0.0,1600000,6300000,2,721,3000000,600000,5200000,900000,0.0
1113,4,0.0,0.0,4600000,9400000,18,545,800000,2400000,11500000,6300000,1.0
1114,1,1.0,0.0,2900000,8900000,6,523,900000,5600000,9700000,1800000,1.0
1115,2,0.0,1.0,8600000,24900000,20,607,13600000,7600000,31800000,5400000,0.0
1116,4,1.0,0.0,3800000,14900000,20,428,6500000,3500000,12200000,2500000,1.0
1117,0,1.0,0.0,8200000,20300000,4,666,13100000,10200000,25900000,7800000,0.0
1118,3,0.0,0.0,3200000,10100000,20,704,3400000,4800000,9000000,3900000,0.0
1119,0,1.0,1.0,8100000,23800000,10,794,5400000,15500000,20700000,8800000,0.0
1120,1,0.0,1.0,9800000,23300000,12,430,3200000,12600000,30500000,13900000,1.0
1121,0,1.0,0.0,200000,500000,20,615,500000,200000,600000,200000,0.0
1122,0,1.0,0.0,6600000,14100000,20,360,6800000,5100000,25400000,7800000,1.0
1123,0,1.0,0.0,9100000,18300000,14,458,6100000,9200000,34100000,10000000,1.0
1124,2,1.0,0.0,5500000,20400000,12,887,8800000,9400000,12300000,3300000,0.0
1125,4,1.0,0.0,7200000,27400000,8,735,14100000,14200000,19400000,9500000,0.0
1126,1,1.0,0.0,2400000,5600000,16,379,3700000,600000,7200000,3400000,1.0
1127,4,0.0,0.0,9600000,25500000,20,544,4000000,11400000,23800000,11100000,1.0
1128,1,0.0,1.0,5800000,16700000,12,721,1100000,9700000,17200000,7500000,0.0
1129,4,1.0,0.0,2300000,6000000,8,676,6000000,400000,4800000,2200000,0.0
1130,1,1.0,0.0,300000,1200000,4,342,800000,100000,1100000,200000,0.0
1131,0,1.0,0.0,9900000,27000000,16,566,3500000,17300000,36900000,11500000,0.0
1132,2,1.0,0.0,3500000,14000000,2,355,8700000,1600000,11800000,2900000,0.0
1133,2,0.0,0.0,4800000,18500000,20,605,5700000,5500000,14700000,5800000,0.0
1134,2,1.0,0.0,1600000,5200000,16,525,300000,2900000,5600000,1600000,1.0
1135,5,0.0,1.0,800000,2500000,12,403,500000,0,3200000,800000,1.0
1136,1,0.0,1.0,9000000,33500000,18,727,18800000,10500000,28100000,5300000,0.0
1137,1,0.0,0.0,8300000,28900000,12,529,18300000,3900000,32500000,5800000,1.0
1138,4,0.0,0.0,2800000,6100000,18,415,2200000,4200000,8400000,2000000,1.0
1139,1,0.0,1.0,6400000,17300000,10,879,10000000,1100000,15400000,8200000,0.0
1140,2,1.0,1.0,6000000,12600000,16,649,4800000,5300000,23900000,5100000,0.0
1141,0,0.0,0.0,2900000,9800000,16,395,5400000,4300000,8600000,2400000,1.0
1142,0,0.0,0.0,6500000,24100000,20,488,3300000,6000000,22900000,9700000,1.0
1143,1,0.0,1.0,200000,400000,8,569,200000,200000,700000,300000,0.0
1144,1,1.0,0.0,8400000,24600000,14,817,1800000,13100000,31300000,8200000,0.0
1145,1,0.0,1.0,6100000,17800000,20,706,16000000,10900000,16900000,4300000,0.0
1146,2,0.0,1.0,8000000,31200000,8,553,6800000,3500000,21000000,10300000,0.0
1147,5,1.0,1.0,900000,1800000,14,464,2300000,300000,1800000,700000,1.0
1148,2,0.0,0.0,7300000,20000000,6,729,13100000,10700000,17900000,9100000,0.0
1149,4,1.0,1.0,3700000,7400000,12,363,4800000,6800000,10500000,4400000,1.0
1150,2,0.0,0.0,5200000,17200000,12,565,3500000,1300000,20000000,6300000,0.0
1151,1,0.0,0.0,7200000,21000000,14,421,3500000,11600000,21800000,4600000,1.0
1152,0,1.0,1.0,9400000,34200000,10,512,13100000,15600000,32600000,6300000,1.0
1153,3,1.0,1.0,3400000,12400000,2,730,2500000,3900000,12200000,4600000,0.0
1154,0,0.0,0.0,600000,2300000,8,627,1800000,500000,2200000,300000,0.0
1155,0,1.0,1.0,3300000,10000000,16,434,3000000,4100000,12900000,4100000,1.0
1156,2,0.0,1.0,5900000,14300000,2,410,11900000,4400000,16900000,4100000,1.0
1157,3,1.0,0.0,1300000,3600000,16,624,2400000,2300000,3300000,1900000,0.0
1158,4,0.0,1.0,5700000,16900000,4,656,13000000,7400000,22000000,8400000,0.0
1159,2,1.0,0.0,7700000,27300000,16,758,7300000,4600000,24800000,9100000,0.0
1160,4,1.0,1.0,7000000,23500000,18,336,15000000,9500000,19700000,7800000,1.0
1161,5,0.0,0.0,8100000,21900000,18,378,5200000,3400000,16200000,9600000,1.0
1162,1,0.0,1.0,1900000,4200000,4,620,4700000,2800000,7500000,900000,0.0
1163,2,0.0,0.0,4500000,9100000,18,593,-100000,600000,12400000,2500000,0.0
1164,0,1.0,1.0,9600000,34000000,12,710,23800000,10300000,38100000,7800000,0.0
1165,1,1.0,1.0,5400000,20700000,8,753,1900000,800000,19000000,3600000,0.0
1166,1,1.0,1.0,7800000,27200000,16,454,16100000,3400000,17100000,11400000,1.0
1167,1,0.0,1.0,8200000,19100000,8,619,17200000,12200000,31500000,6600000,0.0
1168,2,0.0,0.0,8900000,28500000,6,367,22200000,16600000,21500000,9300000,1.0
1169,1,0.0,0.0,1400000,3100000,20,384,200000,1200000,4200000,1800000,1.0
1170,2,0.0,0.0,1700000,5900000,16,610,3100000,300000,3700000,1300000,0.0
1171,0,0.0,0.0,5300000,19500000,12,802,9800000,3300000,15200000,3200000,0.0
1172,3,0.0,0.0,6500000,25200000,10,858,15400000,10900000,14000000,8100000,0.0
1173,2,0.0,0.0,5900000,14000000,8,599,4700000,9500000,17800000,6700000,0.0
1174,4,0.0,1.0,9800000,27000000,2,395,18700000,3000000,23000000,9700000,1.0
1175,3,0.0,1.0,7700000,16200000,6,380,11500000,15100000,22500000,6400000,1.0
1176,1,0.0,0.0,7900000,27100000,10,803,20000000,9800000,22200000,6600000,0.0
1177,4,0.0,0.0,3500000,8900000,20,809,7100000,1500000,13700000,3200000,0.0
1178,4,1.0,0.0,2400000,6600000,2,722,6100000,3300000,5600000,3000000,0.0
1179,5,0.0,0.0,9900000,35700000,10,392,7900000,4300000,39200000,13000000,1.0
1180,0,0.0,0.0,3900000,14500000,8,545,5900000,3000000,10300000,3400000,1.0
1181,2,1.0,1.0,7300000,28500000,10,799,21500000,3100000,15800000,4300000,0.0
1182,0,0.0,1.0,6400000,21900000,12,727,15400000,10100000,24000000,5300000,0.0
1183,4,0.0,0.0,7100000,19800000,18,530,7100000,3400000,20900000,7100000,1.0
1184,2,1.0,0.0,8800000,19000000,14,637,13700000,13900000,27100000,6100000,0.0
1185,5,0.0,0.0,7400000,21000000,4,561,21300000,3800000,26400000,3900000,0.0
1186,2,1.0,0.0,4400000,12000000,20,421,9300000,2700000,15700000,3400000,1.0
1187,3,0.0,1.0,8600000,30300000,14,459,12000000,4100000,23800000,9100000,1.0
1188,3,1.0,0.0,6900000,26000000,14,828,14800000,4200000,18500000,3600000,0.0
1189,4,0.0,0.0,9600000,27500000,20,679,23400000,7500000,37800000,6300000,0.0
1190,2,0.0,1.0,8100000,25700000,8,455,22300000,11500000,19800000,9500000,1.0
1191,0,1.0,0.0,2600000,9400000,18,879,2800000,1400000,5100000,2300000,0.0
1192,3,0.0,1.0,9300000,26100000,14,636,4700000,16100000,34500000,11600000,0.0
1193,2,1.0,1.0,2100000,5600000,16,426,400000,300000,7100000,1200000,1.0
1194,4,1.0,1.0,9000000,21500000,14,508,16600000,17300000,24300000,13100000,1.0
1195,3,1.0,1.0,7000000,19200000,4,768,8600000,13700000,19200000,7700000,0.0
1196,3,1.0,0.0,2200000,6400000,20,667,6300000,3900000,8300000,2900000,0.0
1197,5,0.0,1.0,7500000,28200000,2,440,8200000,5800000,24400000,6000000,0.0
1198,1,0.0,1.0,8300000,16800000,2,366,22000000,6600000,27300000,4500000,1.0
1199,2,1.0,0.0,300000,600000,2,383,600000,300000,1100000,400000,1.0
1200,0,1.0,1.0,300000,800000,4,603,800000,200000,600000,200000,0.0
1201,3,0.0,0.0,3900000,14900000,4,728,4700000,4000000,14900000,5500000,0.0
1202,0,1.0,0.0,6600000,20300000,6,549,10800000,900000,23100000,9800000,1.0
1203,0,0.0,0.0,4100000,10700000,8,855,11500000,700000,11200000,3100000,0.0
1204,5,0.0,1.0,1800000,5300000,12,461,2800000,2000000,4700000,2000000,1.0
1205,3,1.0,1.0,7000000,16100000,16,379,2000000,5200000,23000000,10000000,1.0
1206,2,1.0,1.0,5100000,13700000,6,559,7800000,9800000,12700000,5100000,0.0
1207,1,1.0,1.0,300000,600000,8,816,600000,300000,1100000,200000,0.0
1208,4,1.0,1.0,4300000,11400000,2,560,10000000,3900000,8900000,3300000,0.0
1209,0,0.0,1.0,3200000,12000000,14,645,5200000,1400000,12100000,3400000,0.0
1210,4,1.0,1.0,4200000,11500000,6,551,10600000,7600000,11300000,5000000,0.0
1211,0,1.0,1.0,9600000,22900000,8,515,4300000,14700000,33300000,7800000,1.0
1212,4,0.0,0.0,1300000,3600000,10,657,3200000,1900000,2900000,1100000,0.0
1213,3,1.0,0.0,2400000,9300000,2,682,3100000,4400000,5200000,1500000,0.0
1214,0,0.0,0.0,600000,1600000,10,588,1600000,100000,1100000,300000,0.0
1215,5,0.0,1.0,9600000,38000000,10,359,2100000,13600000,38200000,9400000,1.0
1216,0,0.0,0.0,400000,1200000,4,766,900000,300000,1200000,300000,0.0
1217,4,0.0,0.0,5900000,19900000,14,469,14200000,6800000,22100000,3200000,1.0
1218,0,0.0,1.0,700000,1400000,10,618,1300000,200000,1700000,500000,0.0
1219,0,1.0,1.0,8600000,17700000,20,711,22000000,0,30800000,7400000,0.0
1220,0,0.0,1.0,9000000,34000000,4,549,2000000,8900000,20000000,12400000,0.0
1221,3,0.0,1.0,5100000,20400000,6,754,1700000,2600000,11800000,7600000,0.0
1222,4,1.0,1.0,500000,1500000,6,461,1300000,500000,1700000,200000,1.0
1223,2,0.0,0.0,1600000,3800000,10,837,3800000,1100000,5500000,1600000,0.0
1224,0,0.0,1.0,9800000,23900000,14,459,1000000,13400000,21100000,7200000,1.0
1225,4,0.0,0.0,7800000,29700000,20,614,22000000,700000,26800000,6300000,0.0
1226,4,1.0,0.0,6500000,24000000,16,373,5600000,5100000,15600000,6700000,1.0
1227,5,0.0,1.0,7500000,26500000,12,512,16500000,2900000,23700000,6000000,1.0
1228,4,0.0,1.0,8900000,23400000,18,781,16500000,3100000,24900000,5800000,0.0
1229,4,0.0,1.0,1800000,5800000,14,305,600000,3300000,3600000,2000000,1.0
1230,1,1.0,1.0,7600000,27800000,6,447,1300000,700000,20100000,10900000,1.0
1231,4,0.0,1.0,1200000,4600000,6,757,1900000,200000,4800000,1500000,0.0
1232,5,0.0,1.0,2700000,10400000,2,723,2800000,700000,10300000,1400000,0.0
1233,1,1.0,1.0,4600000,10900000,12,463,1200000,1200000,10900000,6600000,1.0
1234,2,1.0,0.0,6900000,18700000,10,699,12800000,5700000,21200000,5200000,0.0
1235,4,0.0,1.0,8400000,25200000,2,308,8100000,9300000,27700000,10500000,0.0
1236,0,0.0,0.0,300000,500000,18,702,300000,400000,1200000,100000,0.0
1237,2,1.0,1.0,9500000,37500000,4,456,10200000,16800000,34100000,12900000,0.0
1238,3,0.0,1.0,1900000,5900000,8,651,700000,2100000,6200000,1500000,0.0
1239,3,1.0,0.0,4200000,14500000,20,840,4500000,5900000,8900000,4600000,0.0
1240,4,0.0,1.0,2200000,7900000,18,848,5100000,1700000,8500000,1600000,0.0
1241,5,0.0,1.0,7100000,19700000,4,727,7700000,12900000,23600000,5800000,0.0
1242,4,0.0,0.0,3500000,11600000,10,335,6300000,5200000,10300000,2300000,1.0
1243,5,1.0,0.0,400000,800000,18,304,900000,500000,1400000,400000,1.0
1244,2,0.0,1.0,8800000,34400000,2,712,10500000,12500000,29300000,5900000,0.0
1245,0,1.0,0.0,1800000,6600000,10,737,5000000,2000000,6000000,1500000,0.0
1246,1,0.0,1.0,7600000,29300000,14,690,13900000,4000000,30000000,9100000,0.0
1247,1,0.0,1.0,1000000,3200000,4,888,2000000,1500000,2200000,1300000,0.0
1248,2,1.0,1.0,8200000,27200000,10,839,9200000,6400000,25500000,6000000,0.0
1249,5,1.0,1.0,3600000,12400000,8,333,8800000,1000000,10700000,4000000,1.0
1250,5,0.0,0.0,9400000,23700000,18,862,21500000,3500000,22400000,5600000,0.0
1251,5,1.0,0.0,2600000,9100000,4,309,6400000,1400000,5900000,3400000,0.0
1252,5,1.0,0.0,9500000,30700000,10,823,16300000,3700000,30300000,13100000,0.0
1253,0,0.0,1.0,3500000,11700000,14,649,2700000,700000,11400000,4800000,0.0
1254,5,1.0,1.0,9800000,35700000,10,726,9400000,18900000,31200000,12000000,0.0
1255,4,0.0,0.0,800000,3100000,18,712,400000,700000,1900000,1100000,0.0
1256,0,1.0,0.0,9700000,37300000,20,701,12100000,16200000,24100000,10500000,0.0
1257,3,0.0,0.0,6200000,21300000,12,655,6500000,11600000,19200000,5000000,0.0
1258,1,1.0,1.0,4400000,16600000,18,385,800000,5300000,13400000,5100000,1.0
1259,2,0.0,0.0,1800000,3800000,4,777,5100000,2700000,4600000,1400000,0.0
1260,3,0.0,0.0,1700000,5300000,14,696,300000,700000,4500000,800000,0.0
1261,3,0.0,0.0,3900000,14100000,16,496,2500000,2200000,13700000,2900000,1.0
1262,2,0.0,1.0,2200000,7900000,6,659,3400000,1800000,8600000,2400000,0.0
1263,3,1.0,1.0,6300000,17700000,2,542,16800000,900000,16400000,5300000,1.0
1264,2,1.0,0.0,2200000,8700000,18,729,3900000,3300000,7600000,1300000,0.0
1265,1,0.0,0.0,8100000,28400000,6,744,20300000,10500000,21800000,7700000,0.0
1266,4,1.0,0.0,6800000,17000000,2,749,18000000,3800000,27100000,9400000,0.0
1267,0,0.0,0.0,4700000,14800000,20,755,12300000,5000000,15400000,3700000,0.0
1268,3,0.0,1.0,2200000,5300000,2,506,1600000,1700000,5800000,2800000,1.0
1269,3,0.0,1.0,3500000,13000000,6,391,6100000,3500000,13300000,4300000,1.0
1270,1,1.0,1.0,3500000,11600000,10,898,3100000,2700000,9000000,4500000,0.0
1271,5,1.0,0.0,500000,1500000,12,527,100000,600000,1100000,200000,1.0
1272,5,1.0,0.0,9900000,35800000,20,470,9500000,18400000,39100000,14700000,1.0
1273,1,0.0,0.0,8400000,25000000,12,694,5300000,14900000,23000000,7700000,0.0
1274,1,0.0,0.0,5000000,18800000,14,325,13100000,5700000,12800000,4300000,1.0
1275,4,1.0,1.0,5500000,13400000,10,880,300000,800000,19900000,2800000,0.0
1276,5,0.0,1.0,3000000,11900000,14,459,6000000,4800000,11700000,4200000,1.0
1277,3,1.0,1.0,9400000,21400000,10,323,5100000,15500000,29600000,11300000,1.0
1278,4,0.0,0.0,7600000,29000000,8,739,22100000,8100000,22100000,8800000,0.0
1279,0,1.0,1.0,5500000,16300000,10,724,11900000,1500000,11900000,6200000,0.0
1280,1,0.0,0.0,3100000,7400000,18,487,8400000,1200000,9200000,4500000,1.0
